CustomerKey,Quantity_sum,Quantity_count,Quantity_mean
1148022,23,7,3.2857142857142856
1148064,1,1,1.0
1148222,25,4,6.25
1148699,22,7,3.142857142857143
1148931,8,2,4.0
1148932,7,3,2.3333333333333335
1149206,20,8,2.5
1149244,21,9,2.3333333333333335
1149286,7,4,1.75
1149288,6,2,3.0
1149875,28,7,4.0
1149998,10,2,5.0
1150012,41,10,4.1
1150148,14,2,7.0
1150193,8,3,2.6666666666666665
1150424,7,1,7.0
1150993,3,2,1.5
1151103,3,1,3.0
1151122,4,3,1.3333333333333333
1151559,2,1,2.0
1151616,7,2,3.5
1151790,7,3,2.3333333333333335
1152038,27,6,4.5
1152079,21,6,3.5
1152244,7,5,1.4
1152366,25,8,3.125
1152446,12,3,4.0
1152536,6,4,1.5
1152849,4,2,2.0
1152914,28,8,3.5
1153028,21,5,4.2
1153522,3,2,1.5
1154232,31,6,5.166666666666667
1154367,11,4,2.75
1154631,52,13,4.0
1155125,3,1,3.0
1155341,18,4,4.5
1155665,10,2,5.0
1155899,19,9,2.111111111111111
1155920,16,7,2.2857142857142856
1156077,40,13,3.076923076923077
1156456,13,4,3.25
1156460,7,1,7.0
1156462,15,6,2.5
1156489,16,7,2.2857142857142856
1156834,20,6,3.3333333333333335
1156927,17,6,2.8333333333333335
1157028,1,1,1.0
1157063,32,13,2.4615384615384617
1157094,11,4,2.75
1157256,8,1,8.0
1157316,12,3,4.0
1157347,6,1,6.0
1157349,10,3,3.3333333333333335
1157497,19,2,9.5
1157799,17,4,4.25
1157976,24,6,4.0
1158204,22,6,3.6666666666666665
1158399,5,1,5.0
1158843,28,5,5.6
1159180,5,4,1.25
1159429,5,3,1.6666666666666667
1160065,18,7,2.5714285714285716
1160349,23,8,2.875
1160570,8,3,2.6666666666666665
1160610,26,7,3.7142857142857144
1160653,3,2,1.5
1160758,33,13,2.5384615384615383
1161124,6,2,3.0
1161130,10,5,2.0
1161188,4,1,4.0
1161409,21,8,2.625
1161581,27,8,3.375
1161615,20,7,2.857142857142857
1161825,7,2,3.5
1162297,39,10,3.9
1162408,21,4,5.25
1162503,2,2,1.0
1162807,2,1,2.0
1162853,38,6,6.333333333333333
1162946,7,3,2.3333333333333335
1163087,8,4,2.0
1163149,30,13,2.3076923076923075
1163237,11,4,2.75
1163311,4,3,1.3333333333333333
1163563,8,2,4.0
1163647,23,7,3.2857142857142856
1163697,2,1,2.0
1163780,12,3,4.0
1163802,5,1,5.0
1163948,32,13,2.4615384615384617
1163958,21,6,3.5
1164098,17,6,2.8333333333333335
1164225,12,6,2.0
1164576,7,1,7.0
1164661,21,7,3.0
1165228,17,5,3.4
1165252,16,3,5.333333333333333
1165338,15,4,3.75
1165391,33,14,2.357142857142857
1165542,25,6,4.166666666666667
1165631,5,2,2.5
1166211,10,4,2.5
1166249,7,3,2.3333333333333335
1166537,8,4,2.0
1166659,5,2,2.5
1167054,5,2,2.5
1167441,32,7,4.571428571428571
1167718,1,1,1.0
1167778,2,1,2.0
1167828,33,8,4.125
1167961,45,16,2.8125
1167987,13,3,4.333333333333333
1168033,41,8,5.125
1168257,15,6,2.5
1168405,24,5,4.8
1168577,7,1,7.0
1168612,1,1,1.0
1168645,19,5,3.8
1169384,8,3,2.6666666666666665
1169886,37,7,5.285714285714286
1169932,16,4,4.0
1170254,3,1,3.0
1170274,1,1,1.0
1170323,25,11,2.272727272727273
1170419,37,9,4.111111111111111
1170483,5,3,1.6666666666666667
1170694,13,4,3.25
1170755,9,5,1.8
1170818,17,5,3.4
1170836,13,8,1.625
1171071,7,2,3.5
1171088,9,3,3.0
1171109,7,4,1.75
1171135,9,1,9.0
1171335,10,2,5.0
1171423,3,1,3.0
1172250,16,4,4.0
1172620,14,5,2.8
1172845,1,1,1.0
1173041,12,3,4.0
1173060,7,3,2.3333333333333335
1173102,4,1,4.0
1173158,3,1,3.0
1173837,6,4,1.5
1173844,24,6,4.0
1173991,23,6,3.8333333333333335
1174179,21,6,3.5
1174549,7,2,3.5
1174777,5,3,1.6666666666666667
1175192,19,4,4.75
1175311,11,7,1.5714285714285714
1175873,22,7,3.142857142857143
1176216,21,6,3.5
1176254,9,2,4.5
1176492,2,1,2.0
1176534,15,5,3.0
1176859,13,3,4.333333333333333
1178236,36,9,4.0
1178352,20,4,5.0
1178379,23,8,2.875
1178728,26,9,2.888888888888889
1178952,3,3,1.0
1179083,16,9,1.7777777777777777
1179225,10,4,2.5
1179492,12,2,6.0
1179743,16,4,4.0
1179746,26,8,3.25
1179918,12,3,4.0
1179986,6,3,2.0
1180067,20,5,4.0
1180069,3,3,1.0
1180909,2,2,1.0
1180963,5,1,5.0
1181370,6,1,6.0
1181678,14,5,2.8
1181812,21,7,3.0
1182055,8,5,1.6
1182241,4,2,2.0
1182299,31,7,4.428571428571429
1183039,17,7,2.4285714285714284
1183290,11,5,2.2
1183661,37,18,2.0555555555555554
1184122,40,7,5.714285714285714
1184236,38,13,2.923076923076923
1184405,34,11,3.090909090909091
1185043,30,7,4.285714285714286
1185221,43,15,2.8666666666666667
1185276,3,2,1.5
1185858,2,1,2.0
1185968,8,3,2.6666666666666665
1186120,8,3,2.6666666666666665
1186331,29,8,3.625
1186641,36,11,3.272727272727273
1186890,31,7,4.428571428571429
1187160,19,5,3.8
1187306,8,2,4.0
1187490,38,15,2.533333333333333
1187611,4,1,4.0
1187681,2,1,2.0
1187686,11,4,2.75
1187717,6,3,2.0
1188010,1,1,1.0
1188359,15,3,5.0
1188400,30,11,2.727272727272727
1188481,21,8,2.625
1189159,8,5,1.6
1189301,5,2,2.5
1189396,20,7,2.857142857142857
1189747,58,14,4.142857142857143
1189849,16,5,3.2
1190146,26,8,3.25
1190196,3,2,1.5
1190327,9,3,3.0
1190513,34,13,2.6153846153846154
1190648,3,1,3.0
1190713,27,8,3.375
1190907,13,5,2.6
1190983,21,7,3.0
1191228,38,13,2.923076923076923
1191344,2,1,2.0
1191709,7,3,2.3333333333333335
1191924,8,3,2.6666666666666665
1191954,10,4,2.5
1192075,1,1,1.0
1192163,2,1,2.0
1192260,18,6,3.0
1192602,4,2,2.0
1192665,35,15,2.3333333333333335
1193010,17,5,3.4
1193644,9,3,3.0
1193695,39,7,5.571428571428571
1193732,55,15,3.6666666666666665
1193800,3,1,3.0
1194367,26,7,3.7142857142857144
1194540,4,2,2.0
1195699,26,8,3.25
1195913,20,7,2.857142857142857
1195966,7,1,7.0
1195986,20,5,4.0
1196122,2,2,1.0
1196228,3,2,1.5
1196315,1,1,1.0
1196359,12,3,4.0
1196380,20,6,3.3333333333333335
1196673,11,4,2.75
1196684,41,10,4.1
1196721,12,5,2.4
1196819,1,1,1.0
1196834,9,3,3.0
1197083,4,1,4.0
1197294,33,12,2.75
1197455,1,1,1.0
1197658,5,1,5.0
1197932,47,13,3.6153846153846154
1198127,3,3,1.0
1198384,33,6,5.5
1198463,10,4,2.5
1198478,7,3,2.3333333333333335
1198504,16,4,4.0
1198808,9,3,3.0
1198813,15,3,5.0
1199008,7,2,3.5
1199293,1,1,1.0
1199531,15,6,2.5
1199657,11,4,2.75
1199660,52,17,3.0588235294117645
1199675,4,2,2.0
1199757,8,1,8.0
1200465,6,2,3.0
1200642,4,3,1.3333333333333333
1200992,9,3,3.0
1201045,21,5,4.2
1201181,12,4,3.0
1201225,55,20,2.75
1201619,15,4,3.75
1201865,51,15,3.4
1202042,6,3,2.0
1202046,14,6,2.3333333333333335
1202353,44,10,4.4
1202573,6,3,2.0
1202604,25,6,4.166666666666667
1202635,8,2,4.0
1202659,29,6,4.833333333333333
1202719,15,3,5.0
1202917,28,10,2.8
1203201,27,10,2.7
1203222,30,8,3.75
1203228,20,9,2.2222222222222223
1203443,1,1,1.0
1203486,14,5,2.8
1203510,56,16,3.5
1203511,45,16,2.8125
1203564,43,18,2.388888888888889
1203623,21,7,3.0
1203628,3,2,1.5
1203898,3,2,1.5
1204304,7,2,3.5
1204396,39,10,3.9
1204568,24,8,3.0
1204679,19,5,3.8
1205065,9,4,2.25
1205531,17,4,4.25
1205636,7,2,3.5
1205641,1,1,1.0
1205821,2,1,2.0
1206011,20,7,2.857142857142857
1206405,26,11,2.3636363636363638
1206414,7,2,3.5
1206473,30,11,2.727272727272727
1206520,4,2,2.0
1206573,7,1,7.0
1206948,13,2,6.5
1207035,22,6,3.6666666666666665
1207133,5,1,5.0
1207301,8,3,2.6666666666666665
1207658,21,5,4.2
1207956,14,4,3.5
1208003,35,11,3.1818181818181817
1208128,14,6,2.3333333333333335
1208471,28,6,4.666666666666667
1208558,9,2,4.5
1208569,6,3,2.0
1208615,56,13,4.3076923076923075
1208968,24,12,2.0
1209026,10,5,2.0
1209498,11,4,2.75
1209524,5,2,2.5
1209643,40,9,4.444444444444445
1209694,8,2,4.0
1209835,53,14,3.7857142857142856
1210105,52,14,3.7142857142857144
1210288,9,4,2.25
1210412,23,6,3.8333333333333335
1210706,21,8,2.625
1210809,9,3,3.0
1211218,26,6,4.333333333333333
1211258,11,3,3.6666666666666665
1211608,12,4,3.0
1211642,29,10,2.9
1211703,15,7,2.142857142857143
1211756,7,1,7.0
1211796,11,5,2.2
1211824,28,11,2.5454545454545454
1212385,55,14,3.9285714285714284
1212798,7,4,1.75
1212939,8,2,4.0
1213022,6,4,1.5
1213028,10,4,2.5
1213214,30,9,3.3333333333333335
1213305,1,1,1.0
1213454,27,9,3.0
1213463,4,3,1.3333333333333333
1213515,15,3,5.0
1213535,9,4,2.25
1213537,14,6,2.3333333333333335
1213953,27,9,3.0
1214035,34,6,5.666666666666667
1214063,5,3,1.6666666666666667
1214232,6,3,2.0
1214271,12,3,4.0
1214274,7,3,2.3333333333333335
1214363,13,4,3.25
1214389,1,1,1.0
1214791,18,2,9.0
1214993,1,1,1.0
1215249,4,3,1.3333333333333333
1215660,44,14,3.142857142857143
1215693,9,6,1.5
1215706,2,1,2.0
1215815,17,6,2.8333333333333335
1216454,12,5,2.4
1216890,31,8,3.875
1216913,38,13,2.923076923076923
1217088,20,5,4.0
1217153,18,6,3.0
1217161,15,4,3.75
1217343,10,3,3.3333333333333335
1217450,41,9,4.555555555555555
1217567,17,3,5.666666666666667
1218135,30,8,3.75
1218187,6,2,3.0
1218356,13,5,2.6
1218412,4,2,2.0
1218731,19,6,3.1666666666666665
1218776,27,7,3.857142857142857
1219366,2,1,2.0
1219391,25,7,3.5714285714285716
1219486,28,9,3.111111111111111
1219636,17,5,3.4
1219767,18,9,2.0
1220106,11,5,2.2
1220428,12,3,4.0
1221117,6,1,6.0
1221220,9,2,4.5
1221358,37,9,4.111111111111111
1221391,17,4,4.25
1221793,5,2,2.5
1221906,16,5,3.2
1221984,16,6,2.6666666666666665
1222785,3,2,1.5
1222892,14,4,3.5
1223048,21,6,3.5
1223111,51,15,3.4
1223138,14,3,4.666666666666667
1223141,12,2,6.0
1223146,10,3,3.3333333333333335
1223270,31,7,4.428571428571429
1223275,23,4,5.75
1223404,1,1,1.0
1224103,3,2,1.5
1224252,5,4,1.25
1224444,13,7,1.8571428571428572
1224615,51,21,2.4285714285714284
1224732,9,3,3.0
1225213,13,5,2.6
1226012,10,3,3.3333333333333335
1226053,6,3,2.0
1226067,14,4,3.5
1226164,20,5,4.0
1226315,5,2,2.5
1226365,7,3,2.3333333333333335
1226395,56,23,2.4347826086956523
1226535,29,10,2.9
1226702,24,6,4.0
1226752,18,2,9.0
1227008,13,4,3.25
1227087,47,18,2.611111111111111
1227108,18,6,3.0
1227572,1,1,1.0
1227579,8,3,2.6666666666666665
1227891,11,4,2.75
1227948,52,11,4.7272727272727275
1227963,28,11,2.5454545454545454
1228187,22,7,3.142857142857143
1228544,25,7,3.5714285714285716
1228689,20,4,5.0
1228710,8,4,2.0
1228783,12,4,3.0
1229112,23,7,3.2857142857142856
1229492,14,4,3.5
1229631,1,1,1.0
1229784,5,3,1.6666666666666667
1230014,6,3,2.0
1230028,7,3,2.3333333333333335
1230034,32,12,2.6666666666666665
1230071,44,10,4.4
1230319,14,3,4.666666666666667
1230348,42,15,2.8
1230356,4,2,2.0
1230421,33,9,3.6666666666666665
1230469,13,5,2.6
1230567,9,2,4.5
1230732,22,7,3.142857142857143
1230757,7,3,2.3333333333333335
1231275,32,9,3.5555555555555554
1231860,31,6,5.166666666666667
1231909,67,25,2.68
1232096,13,4,3.25
1232128,14,5,2.8
1232212,12,4,3.0
1232332,45,12,3.75
1232357,22,6,3.6666666666666665
1232377,9,5,1.8
1232421,5,1,5.0
1232687,29,11,2.6363636363636362
1232857,41,13,3.1538461538461537
1232975,16,5,3.2
1233116,36,10,3.6
1233278,5,2,2.5
1233423,11,4,2.75
1233629,19,7,2.7142857142857144
1233674,34,13,2.6153846153846154
1233782,20,8,2.5
1233786,7,2,3.5
1233842,11,7,1.5714285714285714
1233925,18,9,2.0
1233958,7,4,1.75
1234000,37,13,2.8461538461538463
1234127,7,4,1.75
1234186,13,7,1.8571428571428572
1234232,13,5,2.6
1234478,17,7,2.4285714285714284
1234624,4,2,2.0
1234648,22,8,2.75
1234718,24,6,4.0
1234917,17,4,4.25
1234994,15,3,5.0
1235071,16,7,2.2857142857142856
1235364,8,5,1.6
1235559,27,8,3.375
1235636,6,1,6.0
1235768,8,2,4.0
1235846,5,3,1.6666666666666667
1236256,8,1,8.0
1236601,9,3,3.0
1236924,1,1,1.0
1236959,41,10,4.1
1237096,21,10,2.1
1237493,3,1,3.0
1237683,2,1,2.0
1237819,3,1,3.0
1237927,3,1,3.0
1237959,24,4,6.0
1238419,6,3,2.0
1238645,35,11,3.1818181818181817
1238858,10,3,3.3333333333333335
1238868,4,2,2.0
1239188,11,5,2.2
1239282,34,9,3.7777777777777777
1239387,42,14,3.0
1239466,6,2,3.0
1239489,22,4,5.5
1239749,20,3,6.666666666666667
1239772,7,1,7.0
1239780,45,16,2.8125
1240113,12,4,3.0
1240195,12,6,2.0
1240319,37,13,2.8461538461538463
1240329,3,1,3.0
1240339,10,3,3.3333333333333335
1240472,27,10,2.7
1240492,4,3,1.3333333333333333
1240494,6,1,6.0
1240530,30,9,3.3333333333333335
1240603,1,1,1.0
1240746,15,5,3.0
1240776,20,9,2.2222222222222223
1240904,65,16,4.0625
1240910,26,10,2.6
1241018,14,5,2.8
1241093,6,3,2.0
1241140,26,10,2.6
1241190,20,8,2.5
1241312,17,4,4.25
1241542,11,6,1.8333333333333333
1241547,9,4,2.25
1241710,1,1,1.0
1241747,11,4,2.75
1241748,8,5,1.6
1241860,21,5,4.2
1242018,16,8,2.0
1242050,11,4,2.75
1242320,20,6,3.3333333333333335
1242463,30,10,3.0
1242475,9,1,9.0
1242504,3,2,1.5
1242570,1,1,1.0
1242885,26,5,5.2
1242927,4,3,1.3333333333333333
1243331,37,16,2.3125
1243578,1,1,1.0
1243658,14,5,2.8
1243894,38,13,2.923076923076923
1244004,7,2,3.5
1244073,13,2,6.5
1244285,42,13,3.230769230769231
1245017,12,7,1.7142857142857142
1245138,34,8,4.25
1245490,1,1,1.0
1245533,15,5,3.0
1245575,16,8,2.0
1245587,14,4,3.5
1245616,8,4,2.0
1245877,26,8,3.25
1245904,21,5,4.2
1246129,53,15,3.533333333333333
1246299,1,1,1.0
1246530,20,4,5.0
1246638,15,3,5.0
1246775,43,10,4.3
1246890,11,4,2.75
1247074,19,5,3.8
1247375,15,4,3.75
1247394,40,15,2.6666666666666665
1247524,19,8,2.375
1247605,7,3,2.3333333333333335
1248024,34,11,3.090909090909091
1248028,20,5,4.0
1248112,1,1,1.0
1248803,1,1,1.0
1248847,46,18,2.5555555555555554
1248961,68,19,3.5789473684210527
1249166,6,1,6.0
1249191,8,4,2.0
1250029,44,9,4.888888888888889
1250036,28,10,2.8
1250060,7,2,3.5
1250408,20,7,2.857142857142857
1250427,2,2,1.0
1250603,19,4,4.75
1250754,7,2,3.5
1250867,5,2,2.5
1250933,21,7,3.0
1250940,3,2,1.5
1251181,55,18,3.0555555555555554
1251211,7,5,1.4
1251230,18,5,3.6
1251347,3,2,1.5
1251360,20,6,3.3333333333333335
1251392,10,5,2.0
1251398,8,4,2.0
1251726,38,11,3.4545454545454546
1251782,6,3,2.0
1251931,15,6,2.5
1252167,27,8,3.375
1252370,25,8,3.125
1252384,5,3,1.6666666666666667
1252582,10,3,3.3333333333333335
1252738,12,3,4.0
1253166,61,19,3.210526315789474
1253509,12,6,2.0
1253732,45,14,3.2142857142857144
1253855,15,9,1.6666666666666667
1253996,15,7,2.142857142857143
1254069,16,4,4.0
1254329,38,10,3.8
1254388,3,2,1.5
1254497,16,2,8.0
1254510,29,10,2.9
1254806,23,4,5.75
1254923,1,1,1.0
1255045,9,5,1.8
1255402,35,9,3.888888888888889
1255483,6,3,2.0
1255497,11,6,1.8333333333333333
1255742,30,12,2.5
1255805,20,7,2.857142857142857
1256029,5,3,1.6666666666666667
1256108,28,11,2.5454545454545454
1256256,53,22,2.409090909090909
1256284,37,12,3.0833333333333335
1256294,13,4,3.25
1256645,31,9,3.4444444444444446
1256783,2,1,2.0
1256803,5,2,2.5
1256860,25,6,4.166666666666667
1257286,2,1,2.0
1257326,28,7,4.0
1257514,15,4,3.75
1257599,38,13,2.923076923076923
1257627,16,6,2.6666666666666665
1257713,4,1,4.0
1258033,16,6,2.6666666666666665
1258056,29,7,4.142857142857143
1258398,15,4,3.75
1258466,15,6,2.5
1258687,8,2,4.0
1258917,15,3,5.0
1259204,21,7,3.0
1259448,37,15,2.466666666666667
1259548,10,2,5.0
1259633,35,9,3.888888888888889
1259841,23,6,3.8333333333333335
1259925,21,8,2.625
1260058,16,5,3.2
1260533,8,2,4.0
1260588,61,16,3.8125
1261112,32,8,4.0
1261289,37,13,2.8461538461538463
1261460,51,15,3.4
1261691,10,3,3.3333333333333335
1261718,27,6,4.5
1261825,44,12,3.6666666666666665
1262038,20,5,4.0
1262082,11,3,3.6666666666666665
1262399,2,1,2.0
1262414,52,14,3.7142857142857144
1262429,8,4,2.0
1262470,27,7,3.857142857142857
1262657,5,2,2.5
1262704,19,6,3.1666666666666665
1263104,19,6,3.1666666666666665
1263184,9,2,4.5
1263679,22,9,2.4444444444444446
1263798,19,9,2.111111111111111
1263974,25,11,2.272727272727273
1264011,13,4,3.25
1264100,39,9,4.333333333333333
1264277,4,2,2.0
1264513,11,2,5.5
1264784,6,4,1.5
1264805,47,14,3.357142857142857
1264862,10,3,3.3333333333333335
1264875,21,9,2.3333333333333335
1264890,5,1,5.0
1264949,6,2,3.0
1264963,1,1,1.0
1264970,7,2,3.5
1264995,9,4,2.25
1265115,27,11,2.4545454545454546
1265147,10,4,2.5
1265271,18,6,3.0
1265357,7,4,1.75
1265799,9,3,3.0
1265898,9,5,1.8
1266006,17,5,3.4
1266191,5,3,1.6666666666666667
1266410,7,3,2.3333333333333335
1266756,18,7,2.5714285714285716
1266796,29,12,2.4166666666666665
1266821,24,8,3.0
1266939,32,12,2.6666666666666665
1266981,25,7,3.5714285714285716
1266986,19,5,3.8
1267352,14,3,4.666666666666667
1267627,47,16,2.9375
1267678,1,1,1.0
1267860,2,1,2.0
1267970,4,2,2.0
1267986,11,4,2.75
1268170,36,6,6.0
1268392,12,4,3.0
1268661,70,19,3.6842105263157894
1268744,59,20,2.95
1268964,43,10,4.3
1269051,3,2,1.5
1269245,3,3,1.0
1269390,26,8,3.25
1269780,2,1,2.0
1269972,15,6,2.5
1270042,7,2,3.5
1270130,27,9,3.0
1270231,16,4,4.0
1270426,11,3,3.6666666666666665
1270478,29,6,4.833333333333333
1270510,7,2,3.5
1270520,2,2,1.0
1270627,25,10,2.5
1270898,3,1,3.0
1270948,4,1,4.0
1271222,26,5,5.2
1271239,22,10,2.2
1271549,4,1,4.0
1271830,4,2,2.0
1271947,43,16,2.6875
1271984,8,1,8.0
1272086,18,7,2.5714285714285716
1272285,23,11,2.090909090909091
1272438,2,1,2.0
1272497,45,12,3.75
1273372,14,4,3.5
1273533,5,3,1.6666666666666667
1273672,4,2,2.0
1273792,21,7,3.0
1273837,16,5,3.2
1274532,22,8,2.75
1274790,21,7,3.0
1274951,15,5,3.0
1275055,12,2,6.0
1275061,47,12,3.9166666666666665
1275472,4,1,4.0
1275496,8,2,4.0
1275802,21,8,2.625
1276047,12,3,4.0
1276079,14,5,2.8
1276232,15,6,2.5
1276329,19,6,3.1666666666666665
1276598,40,12,3.3333333333333335
1276606,17,4,4.25
1276810,27,14,1.9285714285714286
1276836,25,8,3.125
1276853,9,3,3.0
1276975,29,9,3.2222222222222223
1277143,3,1,3.0
1277243,59,24,2.4583333333333335
1277723,30,10,3.0
1277798,5,2,2.5
1277888,10,6,1.6666666666666667
1277982,1,1,1.0
1278242,13,2,6.5
1278417,19,5,3.8
1278507,12,4,3.0
1278561,8,3,2.6666666666666665
1278619,28,9,3.111111111111111
1278642,11,3,3.6666666666666665
1278844,4,2,2.0
1279175,24,10,2.4
1279307,11,4,2.75
1279342,23,9,2.5555555555555554
1279546,16,7,2.2857142857142856
1279593,3,2,1.5
1279867,15,4,3.75
1280639,28,7,4.0
1280672,5,2,2.5
1280813,1,1,1.0
1280832,13,3,4.333333333333333
1281023,42,8,5.25
1281027,6,3,2.0
1281061,14,4,3.5
1281531,36,10,3.6
1281684,5,3,1.6666666666666667
1281731,22,6,3.6666666666666665
1281867,11,4,2.75
1282455,19,7,2.7142857142857144
1282783,21,4,5.25
1282801,35,13,2.6923076923076925
1283320,14,6,2.3333333333333335
1283754,34,12,2.8333333333333335
1283914,18,6,3.0
1283971,2,1,2.0
1284129,4,1,4.0
1284180,28,6,4.666666666666667
1284244,17,5,3.4
1284322,12,6,2.0
1284353,25,6,4.166666666666667
1284621,17,5,3.4
1284640,10,5,2.0
1284668,7,1,7.0
1284776,29,9,3.2222222222222223
1284778,8,4,2.0
1284918,24,7,3.4285714285714284
1284953,66,19,3.473684210526316
1285539,6,1,6.0
1285541,9,5,1.8
1285548,1,1,1.0
1285725,35,9,3.888888888888889
1285972,48,13,3.6923076923076925
1286466,19,3,6.333333333333333
1286508,14,5,2.8
1286602,95,23,4.130434782608695
1286816,17,5,3.4
1286959,13,3,4.333333333333333
1287333,47,12,3.9166666666666665
1287610,63,13,4.846153846153846
1287767,8,2,4.0
1287822,1,1,1.0
1287862,44,14,3.142857142857143
1288183,9,2,4.5
1288206,10,5,2.0
1288319,20,3,6.666666666666667
1288469,28,8,3.5
1288611,3,2,1.5
1288708,33,8,4.125
1288830,22,5,4.4
1288961,20,5,4.0
1288974,6,3,2.0
1289001,18,6,3.0
1289129,1,1,1.0
1289422,14,5,2.8
1289480,4,1,4.0
1289490,27,8,3.375
1290119,15,9,1.6666666666666667
1290284,26,8,3.25
1290423,6,3,2.0
1290828,20,6,3.3333333333333335
1290859,2,1,2.0
1291365,5,2,2.5
1291393,16,4,4.0
1291411,2,2,1.0
1291414,49,14,3.5
1291470,1,1,1.0
1291471,16,6,2.6666666666666665
1291868,8,3,2.6666666666666665
1291961,2,1,2.0
1291980,17,5,3.4
1292067,3,1,3.0
1292088,3,2,1.5
1292130,5,1,5.0
1292219,13,3,4.333333333333333
1292236,5,2,2.5
1292238,6,3,2.0
1292262,6,1,6.0
1292476,2,1,2.0
1292482,21,6,3.5
1292543,5,3,1.6666666666666667
1292710,17,4,4.25
1292915,7,2,3.5
1292949,17,6,2.8333333333333335
1293114,10,1,10.0
1293219,8,2,4.0
1293305,14,2,7.0
1293441,10,4,2.5
1293475,1,1,1.0
1293489,9,4,2.25
1294022,6,2,3.0
1294164,22,6,3.6666666666666665
1294285,2,2,1.0
1294340,6,2,3.0
1294690,19,5,3.8
1294829,2,1,2.0
1294899,17,6,2.8333333333333335
1294910,16,4,4.0
1294930,11,2,5.5
1294953,17,6,2.8333333333333335
1295068,31,11,2.8181818181818183
1295403,12,4,3.0
1295467,7,3,2.3333333333333335
1295537,50,21,2.380952380952381
1295545,10,3,3.3333333333333335
1295740,6,3,2.0
1295793,36,8,4.5
1295834,4,1,4.0
1296282,23,11,2.090909090909091
1296866,14,3,4.666666666666667
1297155,36,12,3.0
1297686,10,4,2.5
1297782,6,5,1.2
1297804,8,2,4.0
1297890,21,5,4.2
1298027,33,7,4.714285714285714
1298070,27,10,2.7
1298635,10,4,2.5
1298688,23,4,5.75
1299041,16,5,3.2
1299161,18,4,4.5
1299855,29,11,2.6363636363636362
1299894,12,4,3.0
1299971,3,1,3.0
1300132,34,9,3.7777777777777777
1300250,12,4,3.0
1300575,7,4,1.75
1300622,13,7,1.8571428571428572
1300668,1,1,1.0
1300742,15,6,2.5
1300892,26,6,4.333333333333333
1301181,42,12,3.5
1301194,10,3,3.3333333333333335
1301542,48,11,4.363636363636363
1301552,23,10,2.3
1301565,42,11,3.8181818181818183
1302010,31,10,3.1
1302333,13,4,3.25
1302636,5,1,5.0
1302679,43,14,3.0714285714285716
1302817,33,10,3.3
1302853,4,2,2.0
1302998,15,5,3.0
1303284,9,3,3.0
1303346,12,2,6.0
1303360,44,12,3.6666666666666665
1303448,11,4,2.75
1303513,2,2,1.0
1303868,21,7,3.0
1303880,4,3,1.3333333333333333
1303887,4,3,1.3333333333333333
1304026,8,4,2.0
1304093,38,11,3.4545454545454546
1304549,55,17,3.235294117647059
1304950,23,6,3.8333333333333335
1305082,70,22,3.1818181818181817
1305098,5,2,2.5
1305152,10,3,3.3333333333333335
1305544,6,2,3.0
1305559,13,5,2.6
1305648,5,2,2.5
1306013,22,6,3.6666666666666665
1306101,35,11,3.1818181818181817
1306301,30,9,3.3333333333333335
1306371,2,1,2.0
1306378,34,10,3.4
1306536,44,13,3.3846153846153846
1306550,20,6,3.3333333333333335
1306559,17,8,2.125
1306594,3,1,3.0
1306739,19,6,3.1666666666666665
1306768,5,3,1.6666666666666667
1306783,1,1,1.0
1306792,11,2,5.5
1306881,31,10,3.1
1307023,55,14,3.9285714285714284
1307135,19,5,3.8
1307296,19,4,4.75
1307508,6,3,2.0
1307638,20,7,2.857142857142857
1307704,34,11,3.090909090909091
1307834,5,2,2.5
1307997,21,7,3.0
1308091,8,2,4.0
1308399,6,4,1.5
1308604,1,1,1.0
1308706,23,8,2.875
1308901,1,1,1.0
1308993,3,1,3.0
1309027,28,7,4.0
1309256,21,7,3.0
1309524,37,12,3.0833333333333335
1310047,5,3,1.6666666666666667
1310150,4,2,2.0
1310201,35,9,3.888888888888889
1310403,38,11,3.4545454545454546
1310468,16,5,3.2
1310493,7,3,2.3333333333333335
1310699,20,5,4.0
1311008,31,5,6.2
1311030,39,11,3.5454545454545454
1311674,19,5,3.8
1311675,15,5,3.0
1311681,13,3,4.333333333333333
1311776,20,10,2.0
1312078,65,19,3.4210526315789473
1312168,59,21,2.8095238095238093
1312497,9,4,2.25
1312510,5,3,1.6666666666666667
1312610,4,1,4.0
1312920,21,5,4.2
1313113,71,22,3.227272727272727
1313198,16,7,2.2857142857142856
1313253,19,7,2.7142857142857144
1313316,9,3,3.0
1313504,12,4,3.0
1313665,16,4,4.0
1313754,13,5,2.6
1313973,5,1,5.0
1314263,6,3,2.0
1314363,5,2,2.5
1314582,5,2,2.5
1314795,4,3,1.3333333333333333
1314859,19,5,3.8
1314888,20,5,4.0
1314915,5,3,1.6666666666666667
1314990,4,2,2.0
1315137,2,1,2.0
1315177,5,2,2.5
1315208,35,10,3.5
1315379,16,7,2.2857142857142856
1315506,11,4,2.75
1315611,15,3,5.0
1315621,12,6,2.0
1315898,31,12,2.5833333333333335
1316237,33,10,3.3
1316290,7,4,1.75
1316297,19,7,2.7142857142857144
1316604,23,5,4.6
1316622,17,6,2.8333333333333335
1316702,11,5,2.2
1316816,30,10,3.0
1317031,30,8,3.75
1317157,2,1,2.0
1317281,23,7,3.2857142857142856
1317634,23,3,7.666666666666667
1317733,25,7,3.5714285714285716
1318168,11,4,2.75
1318218,6,1,6.0
