Order Number,Line Item,Order Date,Delivery Date,CustomerKey,StoreKey,ProductKey,Quantity,Currency Code,delivery_status,total_amount_usd
1641015,1,2024-05-15,2024-05-19,1961950,53,61,2,USD,Delivered,362.0
1641016,1,2024-11-30,1900-01-01,1090726,36,2504,3,GBP,Lost,29.97
1641017,1,2024-04-08,2024-05-04,460999,24,168,1,EUR,Delivered,129.0
1641018,1,2024-04-01,2024-04-15,305074,9,1747,1,CAD,Delivered,109.0
1641019,1,2025-01-09,2025-01-12,548802,24,1798,3,EUR,Delivered,129.0
1641020,1,2025-07-01,2025-07-13,1660494,64,1613,2,USD,Delivered,219.98
1641021,1,2025-10-11,2025-10-21,1737226,55,524,4,USD,Delivered,716.0
1641022,1,2024-10-06,2024-10-30,760031,29,69,1,EUR,Delivered,25.69
1641023,1,2024-06-04,2024-06-12,1493457,59,90,2,USD,Delivered,299.98
1641024,1,2025-10-25,2025-11-24,1553574,65,2089,4,USD,Delivered,1030.0
1641025,1,2025-12-04,1900-01-01,1602848,63,2006,3,USD,In Transit,284.97
1641026,1,2024-11-02,2024-11-22,86472,5,956,7,AUD,Delivered,1386.0
1641027,1,2024-03-13,2024-03-19,868701,33,1624,2,EUR,Delivered,438.0
1641029,1,2025-08-30,2025-09-10,741824,30,1266,1,EUR,Delivered,49.96
1641030,1,2024-11-24,1900-01-01,1581888,65,1425,2,USD,Lost,1058.0
1641031,1,2025-06-13,2025-07-03,544035,19,1771,6,EUR,Delivered,204.0
1641032,1,2025-08-23,1900-01-01,1693705,45,420,7,USD,In Transit,3499.3
1641034,1,2024-09-12,1900-01-01,1168033,39,1616,1,GBP,Lost,56.99
1641035,1,2024-08-16,2024-09-10,934744,36,69,7,GBP,Delivered,179.83
1641036,1,2024-11-13,2024-11-21,374720,10,1637,2,CAD,Delivered,35.98
1641037,1,2024-03-11,2024-04-04,1395464,57,1068,1,USD,Delivered,427.0
1641038,1,2025-09-23,2025-10-15,91913,6,1630,2,AUD,Delivered,45.78
1641039,1,2024-12-07,2024-12-17,559221,0,2016,2,EUR,Delivered,279.98
1641040,1,2024-11-17,1900-01-01,1191228,39,1142,4,GBP,Lost,1567.6
1641041,1,2024-06-26,2024-07-15,1090726,0,1612,1,GBP,Delivered,179.99
1641042,1,2025-06-11,2025-07-09,1537178,56,1678,2,USD,Delivered,33.78
1641043,1,2025-10-27,2025-10-30,1301542,0,2440,1,USD,Delivered,9.99
1641044,1,2024-05-14,2024-06-12,741665,0,2001,3,EUR,Delivered,1997.82
1641045,1,2024-09-08,2024-09-24,1555078,51,70,2,USD,Delivered,95.9
1641046,1,2025-03-16,2025-03-23,1293114,0,1673,10,USD,Delivered,55.0
1641047,1,2024-05-03,1900-01-01,420053,20,1322,9,EUR,Lost,296.91
1641048,1,2025-02-24,2025-03-08,668140,16,1444,5,EUR,Delivered,1150.0
1641049,1,2024-03-17,1900-01-01,908329,36,530,3,GBP,Lost,1857.0
1642000,1,2025-11-16,2025-11-23,318123,9,64,2,CAD,Delivered,362.0
1642001,1,2025-01-08,2025-01-21,276051,9,1659,1,CAD,Delivered,259.99
1642002,1,2024-01-10,2024-01-12,1691895,65,158,2,USD,Delivered,2199.98
1642003,1,2024-01-01,1900-01-01,788244,29,1470,3,EUR,Lost,387.0
1643001,1,2025-04-14,1900-01-01,1782682,0,51,4,USD,In Transit,799.8
1643002,1,2024-11-16,2024-12-07,1503301,0,1197,9,USD,Delivered,3888.0
1643003,1,2025-07-29,2025-08-01,460999,24,2500,1,EUR,Delivered,23.72
1643004,1,2025-01-29,2025-02-16,334483,9,1762,3,CAD,Delivered,94.17
1643005,1,2025-05-27,2025-06-08,882956,33,427,2,EUR,Delivered,938.0
1643006,1,2025-10-29,1900-01-01,1057875,37,445,1,GBP,In Transit,559.0
1643007,1,2025-04-01,2025-04-17,1876912,56,1260,3,USD,Delivered,110.97
1643008,1,2025-04-16,2025-04-17,709368,29,352,8,EUR,Delivered,2560.0
1643009,1,2024-03-20,2024-04-04,1183661,38,1589,3,GBP,Delivered,29.97
1643010,1,2024-07-13,2024-07-28,1395483,44,390,2,USD,Delivered,2598.0
1643011,1,2025-12-10,2025-12-26,1130382,38,1405,2,GBP,Delivered,71.98
1643012,1,2025-06-01,2025-06-15,2037245,0,452,2,USD,Delivered,439.9
1643013,1,2024-04-21,2024-05-06,1858814,55,1817,7,USD,Delivered,224.0
1643014,1,2024-03-21,2024-03-23,469225,20,1764,2,EUR,Delivered,93.6
1643015,1,2024-10-18,2024-11-15,1978029,56,1220,7,USD,Delivered,3164.0
1643016,1,2024-02-21,2024-03-05,1634778,66,21,2,USD,Delivered,268.0
1643017,1,2024-08-09,2024-08-13,1368372,57,1440,5,USD,Delivered,945.0
1643018,1,2025-09-06,2025-09-08,839871,33,1368,1,EUR,Delivered,40.19
1643019,1,2025-05-12,2025-05-18,1722880,0,166,1,USD,Delivered,119.0
1643020,1,2025-06-09,2025-07-04,1877525,45,1755,3,USD,Delivered,194.7
1643021,1,2025-05-27,1900-01-01,2007618,62,46,1,USD,In Transit,149.95
1643022,1,2025-07-24,2025-07-26,1422569,61,1318,2,USD,Delivered,33.98
1644000,1,2025-07-04,1900-01-01,1918687,0,438,2,USD,In Transit,1838.0
1644001,1,2025-08-31,1900-01-01,71511,1,61,4,AUD,In Transit,724.0
1644003,1,2025-02-04,2025-02-20,1350476,0,1779,1,USD,Delivered,43.0
1644004,1,2024-09-05,2024-09-29,1335875,65,1554,2,USD,Delivered,596.0
1644005,1,2025-07-22,2025-08-03,762782,30,420,7,EUR,Delivered,3499.3
1644006,1,2025-02-21,2025-03-06,813943,31,2086,1,EUR,Delivered,877.5
1644007,1,2025-06-04,2025-06-21,1414525,0,48,2,USD,Delivered,299.9
1644008,1,2025-04-29,2025-05-04,378008,9,187,3,CAD,Delivered,389.7
1644009,1,2025-12-25,1900-01-01,1522682,0,359,4,USD,Shipped,1472.0
1644010,1,2025-07-02,2025-07-30,1715326,0,788,1,USD,Delivered,11.5
1644011,1,2024-12-26,2025-01-12,1338452,54,429,4,USD,Delivered,2399.6
1644012,1,2025-06-24,2025-07-05,1693373,57,434,2,USD,Delivered,1198.0
1644014,1,2025-03-06,2025-03-21,1889635,55,1456,1,USD,Delivered,301.0
1644015,1,2025-09-02,2025-09-20,1449187,0,1579,3,USD,Delivered,657.0
1644016,1,2024-12-24,2024-12-25,88897,5,1572,7,AUD,Delivered,405.93
1644017,1,2025-11-07,2025-12-07,358489,8,2419,3,CAD,Delivered,77.97
1644018,1,2025-01-25,2025-02-15,537704,23,1632,2,EUR,Delivered,35.98
1644019,1,2025-02-13,2025-03-03,1119189,40,448,7,GBP,Delivered,1889.3
1644020,1,2025-07-24,1900-01-01,1031361,36,1345,4,GBP,In Transit,88.0
1644021,1,2025-05-05,2025-05-09,1318168,0,985,1,USD,Delivered,231.0
1644022,1,2024-06-29,2024-07-29,1157063,40,1427,3,GBP,Delivered,690.0
1644023,1,2024-01-13,2024-02-02,497789,22,1736,1,EUR,Delivered,28.0
1644024,1,2025-05-05,1900-01-01,659008,14,1421,3,EUR,In Transit,870.0
1644025,1,2024-06-08,2024-06-09,514111,27,354,1,EUR,Delivered,382.95
1644026,1,2025-05-14,2025-05-16,2085857,0,440,1,USD,Delivered,219.95
1644027,1,2024-01-02,2024-01-19,1896473,0,3,1,USD,Delivered,14.52
1644028,1,2025-11-15,2025-11-30,1111954,40,1468,1,GBP,Delivered,189.0
1645001,1,2024-06-07,2024-06-09,2022412,56,448,4,USD,Delivered,1079.6
1645004,1,2024-12-26,2024-12-30,1299161,61,1666,10,USD,Delivered,168.9
1645005,1,2024-10-16,2024-10-26,1715326,65,1618,1,USD,Delivered,58.99
1645006,1,2025-04-22,2025-05-02,1969433,51,1438,1,USD,Delivered,290.0
1645007,1,2025-12-30,2026-01-18,1388434,0,1304,2,USD,Delivered,136.0
1645008,1,2024-08-15,1900-01-01,692544,12,27,3,EUR,Lost,599.7
1645010,1,2024-02-20,2024-03-05,322186,9,114,1,CAD,Delivered,249.99
1645011,1,2025-02-13,2025-03-09,1473522,0,1304,1,USD,Delivered,68.0
1645012,1,2025-09-04,2025-09-17,356049,0,2090,1,CAD,Delivered,1475.0
1645014,1,2025-01-15,2025-02-09,808497,32,549,3,EUR,Delivered,417.0
1645015,1,2024-09-18,2024-10-17,1682386,59,1467,1,USD,Delivered,301.0
1645016,1,2025-09-14,2025-10-03,1738243,0,1557,1,USD,Delivered,310.0
1645017,1,2024-07-28,2024-08-14,800156,32,1655,2,EUR,Delivered,579.98
1645019,1,2025-02-25,2025-03-01,1718289,0,1966,1,USD,Delivered,299.99
1645020,1,2024-03-22,2024-04-18,1898949,54,424,4,USD,Delivered,1079.8
1645021,1,2025-01-31,1900-01-01,884102,0,95,3,EUR,In Transit,202.2
1645022,1,2025-05-07,2025-05-25,1627599,49,669,3,USD,Delivered,564.0
1645023,1,2024-09-26,2024-10-25,511230,21,87,3,EUR,Delivered,299.97
1645024,1,2024-02-06,2024-02-14,1963081,0,1986,1,USD,Delivered,139.99
1645025,1,2025-01-23,2025-02-01,1082026,0,1414,2,GBP,Delivered,512.0
1645026,1,2025-06-23,1900-01-01,489501,24,1208,1,EUR,In Transit,890.0
1645027,1,2025-01-16,2025-02-13,1139001,36,1292,3,GBP,Delivered,1099.65
1645029,1,2024-04-13,1900-01-01,1002933,36,1594,2,GBP,Lost,19.98
1645031,1,2024-03-27,1900-01-01,1987314,0,1638,6,USD,Lost,83.34
1645033,1,2024-12-28,2025-01-27,1817444,0,2122,2,USD,Delivered,3300.0
1645034,1,2024-12-25,2025-01-23,1111650,40,35,2,GBP,Delivered,191.9
1645035,1,2025-02-15,2025-03-15,1415607,44,1772,4,USD,Delivered,136.0
1645036,1,2024-07-31,1900-01-01,1783253,64,99,2,USD,Lost,240.0
1645037,1,2024-09-11,1900-01-01,1484053,62,143,3,USD,Lost,899.97
1646000,1,2025-10-02,2025-10-17,1405059,57,1792,7,USD,Delivered,301.0
1646001,1,2025-11-02,2025-11-18,1202042,56,1736,2,USD,Delivered,56.0
1646002,1,2025-03-25,2025-04-16,1745379,0,999,2,USD,Delivered,462.0
1646003,1,2024-05-30,2024-06-06,1393169,55,62,1,USD,Delivered,181.0
1646004,1,2024-05-17,1900-01-01,1462974,61,1505,2,USD,Lost,460.0
1646005,1,2024-12-23,1900-01-01,1819146,43,1796,7,USD,Lost,301.0
1646007,1,2024-12-20,2025-01-09,473913,26,2504,1,EUR,Delivered,9.99
1646008,1,2024-12-05,1900-01-01,1620519,47,1472,8,USD,Lost,1912.0
1646009,1,2024-08-07,2024-08-28,1623290,43,1198,1,USD,Delivered,411.0
1646010,1,2024-09-02,1900-01-01,1466528,56,434,8,USD,Lost,4792.0
1646011,1,2025-05-03,2025-05-07,738305,29,1492,3,EUR,Delivered,717.0
1646013,1,2025-01-22,2025-01-25,1629058,48,1590,1,USD,Delivered,22.89
1646014,1,2025-12-05,2025-12-09,1841548,0,433,1,USD,Delivered,969.0
1646015,1,2025-07-24,2025-07-28,30090,5,1690,1,AUD,Delivered,16.99
1646016,1,2025-08-29,2025-09-28,1922254,65,317,3,USD,Delivered,957.0
1646017,1,2025-03-01,2025-03-23,807641,31,428,5,EUR,Delivered,4845.0
1646019,1,2025-11-20,2025-11-23,275718,9,454,1,CAD,Delivered,269.9
1646020,1,2024-04-15,2024-05-01,1440889,65,48,2,USD,Delivered,299.9
1646021,1,2024-05-21,2024-06-12,1248961,50,96,4,USD,Delivered,269.6
1646022,1,2024-10-24,1900-01-01,1723530,55,658,3,USD,Lost,627.0
1646023,1,2024-01-25,1900-01-01,756173,29,1410,1,EUR,Lost,230.0
1646024,1,2024-12-16,1900-01-01,1865137,61,1811,3,USD,Lost,96.0
1646025,1,2024-02-07,2024-03-06,481077,22,1602,4,EUR,Delivered,719.96
1646026,1,2025-07-17,2025-07-19,1116156,36,71,6,GBP,Delivered,287.7
1646028,1,2024-08-01,2024-08-20,757027,30,1790,5,EUR,Delivered,215.0
1646029,1,2025-08-04,1900-01-01,1394970,0,1442,4,USD,In Transit,2116.0
1646030,1,2025-02-15,2025-03-17,1540634,0,165,1,USD,Delivered,763.51
1646031,1,2025-04-14,2025-04-29,213985,10,134,5,CAD,Delivered,1749.75
1646032,1,2024-08-30,2024-09-15,1696512,45,520,4,USD,Delivered,2716.0
1646033,1,2025-06-16,2025-06-21,765879,0,1328,3,EUR,Delivered,149.97
1646034,1,2024-05-18,2024-06-05,1739983,57,1541,2,USD,Delivered,598.0
1646035,1,2024-04-09,2024-05-06,64037,0,1593,1,AUD,Delivered,13.89
1646036,1,2025-02-05,2025-03-03,1294164,57,504,1,USD,Delivered,869.0
1646037,1,2024-01-14,2024-02-03,1709993,63,1627,4,USD,Delivered,71.96
1646038,1,2024-09-11,2024-10-09,1181678,38,555,3,GBP,Delivered,687.0
1646039,1,2024-08-13,2024-08-19,1616456,61,618,2,USD,Delivered,598.0
1646040,1,2024-03-01,2024-03-22,1233278,56,444,2,USD,Delivered,1838.0
1646041,1,2024-01-31,2024-02-11,547324,20,1825,5,EUR,Delivered,160.0
1647000,1,2024-08-16,2024-08-25,778636,30,418,3,EUR,Delivered,809.85
1647001,1,2024-11-10,2024-12-02,48466,6,1415,2,AUD,Delivered,600.0
1647002,1,2025-12-09,2026-01-08,1477627,0,1571,3,USD,Delivered,170.97
1647003,1,2024-04-18,2024-04-19,1867082,0,2495,2,USD,Delivered,19.98
1647005,1,2025-08-02,2025-08-21,1060308,38,230,3,GBP,Delivered,1797.0
1647006,1,2024-10-04,2024-11-03,905762,0,1578,6,GBP,Delivered,1314.0
1647008,1,2025-02-27,2025-03-25,367715,8,1177,3,CAD,Delivered,2997.0
1647009,1,2025-01-31,2025-03-01,1344897,56,1430,1,USD,Delivered,299.0
1647010,1,2025-06-08,2025-07-05,417932,19,1623,3,EUR,Delivered,657.0
1647011,1,2025-05-23,1900-01-01,1749311,54,144,2,USD,In Transit,599.98
1647013,1,2025-12-10,2026-01-03,345242,10,95,8,CAD,Delivered,539.2
1647014,1,2025-06-18,2025-07-16,1710583,64,1045,1,USD,Delivered,588.0
1647015,1,2024-06-09,2024-06-26,1663745,49,166,3,USD,Delivered,357.0
1647016,1,2024-05-28,2024-06-22,1228187,51,1452,1,USD,Delivered,293.0
1647019,1,2024-12-01,2024-12-08,2024240,53,1719,1,USD,Delivered,70.13
1647020,1,2024-02-27,2024-03-19,1039050,38,15,1,GBP,Delivered,77.68
1647021,1,2024-01-05,2024-01-23,1003599,0,2107,7,GBP,Delivered,5537.0
1647022,1,2024-02-08,2024-03-01,947963,40,639,2,GBP,Delivered,918.0
1647023,1,2024-05-12,1900-01-01,554027,27,1963,2,EUR,Lost,6399.98
1647024,1,2024-02-09,2024-03-09,602720,16,2135,7,EUR,Delivered,5221.93
1647025,1,2025-01-16,2025-01-20,258316,8,2142,3,CAD,Delivered,1335.0
1647026,1,2025-01-26,2025-02-14,6308,5,1730,1,AUD,Delivered,77.68
1647027,1,2024-04-14,2024-04-23,2039866,55,1571,1,USD,Delivered,56.99
1648000,1,2024-03-21,2024-04-04,1862651,50,422,2,USD,Delivered,1938.0
1648001,1,2025-01-12,2025-02-06,1560793,43,1036,7,USD,Delivered,1291.5
1648002,1,2025-06-15,2025-06-19,1925694,55,1576,2,USD,Delivered,25.98
1648003,1,2025-06-12,2025-06-19,1721080,50,111,3,USD,Delivered,749.97
1648004,1,2025-06-03,2025-06-22,1240472,63,1550,2,USD,Delivered,560.0
1648005,1,2024-01-13,2024-02-03,2067231,43,17,2,USD,Delivered,219.9
1648006,1,2024-12-10,2024-12-25,2090627,51,1287,1,USD,Delivered,77.99
1648007,1,2025-02-16,2025-02-18,921198,0,2040,3,GBP,Delivered,419.97
1648008,1,2025-12-27,1900-01-01,1041067,40,1543,2,GBP,Shipped,804.0
1648009,1,2024-08-10,2024-08-11,1848729,53,451,7,USD,Delivered,3913.0
1648011,1,2025-08-16,2025-08-27,1815871,61,725,3,USD,Delivered,570.0
1648012,1,2025-06-23,2025-07-19,482221,19,1593,2,EUR,Delivered,27.78
1648013,1,2025-07-20,2025-08-16,439771,19,431,1,EUR,Delivered,369.0
1648014,1,2024-10-09,2024-11-03,805258,32,859,2,EUR,Delivered,59.9
1648015,1,2025-09-20,2025-09-22,1018176,39,1589,3,GBP,Delivered,29.97
1648016,1,2025-08-20,2025-09-11,1380510,45,1515,2,USD,Delivered,460.0
1648017,1,2024-07-17,1900-01-01,1763082,50,153,1,USD,Lost,469.97
1648018,1,2024-11-30,2024-12-28,1770021,0,1383,3,USD,Delivered,38.97
1648019,1,2024-05-23,2024-06-20,727274,0,1610,1,EUR,Delivered,289.99
1648020,1,2025-02-04,2025-02-18,1808663,0,419,8,USD,Delivered,2952.0
1648021,1,2025-09-18,2025-09-28,1381899,45,1510,5,USD,Delivered,645.0
1648022,1,2025-07-18,2025-08-02,432211,0,1005,6,EUR,Delivered,1608.0
1648024,1,2024-11-06,2024-11-23,1577297,57,1456,2,USD,Delivered,602.0
1648025,1,2024-05-28,2024-06-22,1675160,50,1970,2,USD,Delivered,1798.0
1648026,1,2024-06-12,2024-06-23,1767588,59,2507,3,USD,Delivered,14.22
1648027,1,2025-07-22,2025-07-29,1797536,61,60,2,USD,Delivered,312.0
1648028,1,2024-06-01,2024-06-04,1176534,39,1260,2,GBP,Delivered,73.98
1648029,1,2025-07-03,2025-07-28,1142863,42,843,5,GBP,Delivered,134.5
1648030,1,2025-07-11,2025-07-26,576875,26,147,1,EUR,Delivered,2899.99
1648031,1,2024-07-14,2024-08-13,1724782,0,1070,6,USD,Delivered,1872.0
1648032,1,2025-04-17,2025-05-11,224376,9,867,1,CAD,Delivered,69.99
1648033,1,2024-08-28,2024-09-07,1684157,0,428,3,USD,Delivered,2907.0
1648034,1,2024-11-03,2024-11-12,406901,24,1617,3,EUR,Delivered,173.97
1648035,1,2024-02-12,2024-02-28,1289480,0,1628,4,USD,Delivered,55.56
1648036,1,2024-08-19,2024-08-23,517979,21,1452,3,EUR,Delivered,879.0
1648037,1,2024-04-22,2024-05-04,1001716,39,1765,1,GBP,Delivered,598.8
1648038,1,2025-06-29,2025-07-29,34915,6,1311,2,AUD,Delivered,56.0
1648039,1,2024-02-02,2024-02-15,1359727,49,1638,5,USD,Delivered,69.45
1648042,1,2025-12-13,2025-12-25,1287610,0,2115,1,USD,Delivered,877.5
1648043,1,2025-08-24,2025-09-04,1878531,57,107,4,USD,Delivered,531.96
1648044,1,2024-05-04,2024-05-27,1866061,56,70,2,USD,Delivered,95.9
1648045,1,2025-09-10,2025-10-10,824810,34,1538,6,EUR,Delivered,1680.0
1648046,1,2025-08-10,2025-08-11,1607269,48,111,3,USD,Delivered,749.97
1648047,1,2025-02-22,2025-03-10,424556,26,1585,2,EUR,Delivered,45.78
1648048,1,2025-01-27,2025-02-14,1336561,0,1641,7,USD,Delivered,88.62
1648049,1,2024-03-28,2024-04-14,211740,9,1758,4,CAD,Delivered,202.16
1648050,1,2024-01-26,2024-02-03,1829007,0,604,4,USD,Delivered,1996.0
1649000,1,2024-09-27,2024-10-26,240858,10,115,2,CAD,Delivered,499.98
1649002,1,2025-04-10,2025-04-27,289990,0,1454,1,CAD,Delivered,199.0
1649003,1,2025-08-04,2025-08-22,1655053,62,1456,1,USD,Delivered,301.0
1650000,1,2024-05-07,2024-05-12,1481250,64,2491,1,USD,Delivered,24.99
1650001,1,2025-08-17,2025-09-13,903464,40,1781,6,GBP,Delivered,258.0
1650002,1,2024-05-08,2024-05-11,1748140,65,1815,4,USD,Delivered,128.0
1650003,1,2024-11-18,2024-11-23,89416,0,606,3,AUD,Delivered,897.0
1650004,1,2025-01-22,2025-01-24,1941801,43,11,1,USD,Delivered,59.99
1650005,1,2025-11-04,1900-01-01,1846325,45,180,1,USD,In Transit,69.0
1650006,1,2025-11-23,2025-11-28,547324,22,1699,2,EUR,Delivered,13.76
1650007,1,2025-09-05,2025-09-28,1659181,64,1647,4,USD,Delivered,719.96
1650008,1,2025-02-23,2025-02-27,1346929,44,1626,3,USD,Delivered,657.0
1650009,1,2025-11-16,1900-01-01,889395,0,122,3,EUR,In Transit,839.97
1650010,1,2024-03-05,2024-03-18,841472,34,1616,3,EUR,Delivered,170.97
1650011,1,2024-02-16,2024-03-17,1466089,44,1415,4,USD,Delivered,1200.0
1650012,1,2024-09-25,2024-10-01,1552741,50,432,1,USD,Delivered,499.9
1650014,1,2024-10-14,2024-10-30,1484484,45,1500,2,USD,Delivered,258.0
1650015,1,2024-04-05,2024-04-27,957745,36,2168,2,GBP,Delivered,298.0
1650016,1,2024-03-12,2024-04-03,845119,33,495,2,EUR,Delivered,278.0
1650017,1,2024-04-16,1900-01-01,1259448,43,668,1,USD,Lost,147.0
1650018,1,2025-07-29,2025-08-20,1099301,38,422,3,GBP,Delivered,2907.0
1650019,1,2024-11-15,2024-11-27,1915763,65,1600,3,USD,Delivered,173.64
1650020,1,2024-12-16,2025-01-11,1473522,66,494,4,USD,Delivered,1116.0
1650021,1,2025-12-15,2025-12-26,1803130,64,737,5,USD,Delivered,795.0
1650022,1,2024-08-25,2024-09-09,720460,29,2005,3,EUR,Delivered,299.97
1651000,1,2025-03-31,2025-04-14,585492,0,1657,3,EUR,Delivered,539.97
1651001,1,2025-11-15,1900-01-01,578764,0,1536,4,EUR,In Transit,1192.0
1651002,1,2024-01-03,2024-01-23,1890413,44,1614,2,USD,Delivered,519.98
1651003,1,2024-11-13,1900-01-01,1028704,36,513,3,GBP,Lost,297.0
1651004,1,2025-04-06,2025-04-21,1183290,37,1630,2,GBP,Delivered,45.78
1651006,1,2025-02-28,2025-03-26,1300622,64,619,2,USD,Delivered,502.0
1651007,1,2024-01-02,2024-01-03,1875921,44,1716,2,USD,Delivered,140.26
1651008,1,2025-08-09,2025-08-23,1124706,0,127,6,GBP,Delivered,860.4
1651009,1,2024-10-08,2024-11-05,1454988,66,995,2,USD,Delivered,377.0
1651010,1,2024-04-12,2024-04-26,638759,13,1628,5,EUR,Delivered,69.45
1651012,1,2024-10-30,2024-11-10,1633425,63,452,2,USD,Delivered,439.9
1651013,1,2025-04-14,2025-05-01,1524756,0,2494,2,USD,Delivered,5.88
1651015,1,2024-08-05,2024-08-31,271155,8,1604,3,CAD,Delivered,779.97
1651016,1,2024-09-25,2024-10-14,1602496,65,338,3,USD,Delivered,3597.0
1651017,1,2024-10-05,2024-10-24,1239780,53,1484,1,USD,Delivered,208.0
1651018,1,2024-11-18,2024-12-11,1740873,44,449,6,USD,Delivered,2094.0
1651019,1,2025-04-28,2025-05-19,773896,30,1687,7,EUR,Delivered,48.16
1651020,1,2024-10-02,2024-10-14,1509196,45,1610,3,USD,Delivered,869.97
1651021,1,2024-10-01,1900-01-01,1380432,54,1215,7,USD,Lost,1120.0
1651022,1,2024-01-28,2024-01-29,2093071,65,568,4,USD,Delivered,1996.0
1651023,1,2025-04-05,2025-05-05,1506603,54,455,8,USD,Delivered,7352.0
1651024,1,2024-09-28,2024-10-19,1288183,0,1560,6,USD,Delivered,1980.0
1651025,1,2025-09-25,1900-01-01,1805625,66,351,2,USD,In Transit,672.0
1651026,1,2025-06-21,2025-07-07,1764577,48,932,1,USD,Delivered,55.0
1652000,1,2024-09-09,2024-09-20,1544568,57,1026,1,USD,Delivered,198.0
1652001,1,2025-09-15,1900-01-01,2010495,57,850,2,USD,In Transit,461.8
1652002,1,2024-04-19,2024-05-17,1676628,0,2180,7,USD,Delivered,1043.0
1652003,1,2025-12-26,2026-01-10,723572,30,1782,1,EUR,Delivered,43.0
1652004,1,2025-02-06,2025-03-08,2093071,0,112,1,USD,Delivered,249.99
1652005,1,2025-02-18,1900-01-01,1588825,65,2507,1,USD,In Transit,4.74
1652006,1,2024-03-13,2024-04-07,2010245,45,1610,6,USD,Delivered,1739.94
1652008,1,2024-01-05,1900-01-01,2062344,61,1700,2,USD,Lost,17.76
1652009,1,2025-01-29,1900-01-01,1540849,66,757,4,USD,In Transit,111.6
1652010,1,2024-08-17,2024-08-31,1202635,59,1413,4,USD,Delivered,1196.0
1652011,1,2025-03-12,2025-03-16,421034,22,1096,2,EUR,Delivered,1264.0
1652012,1,2024-03-07,2024-03-24,1661150,55,659,3,USD,Delivered,354.0
1652013,1,2025-02-10,1900-01-01,2029797,0,2064,3,USD,In Transit,419.97
1652014,1,2024-09-04,2024-10-03,126838,5,1747,7,AUD,Delivered,763.0
1652015,1,2024-02-07,2024-02-15,69707,4,446,1,AUD,Delivered,219.95
1652016,1,2025-09-09,1900-01-01,1201225,61,1354,1,USD,In Transit,28.99
1652017,1,2024-10-29,2024-10-30,1572283,66,453,7,USD,Delivered,1609.3
1652019,1,2024-06-18,2024-07-09,1635374,45,1580,3,USD,Delivered,657.0
1652020,1,2024-11-25,2024-12-18,1444901,66,1515,2,USD,Delivered,460.0
1652021,1,2024-08-19,2024-09-03,1862524,43,1646,1,USD,Delivered,159.99
1652022,1,2025-02-09,2025-02-12,407928,0,1045,2,EUR,Delivered,1176.0
1652024,1,2024-02-08,1900-01-01,75991,4,1614,4,AUD,Lost,1039.96
1652025,1,2024-01-22,2024-02-02,1568116,45,2494,1,USD,Delivered,2.94
1652026,1,2024-10-14,2024-10-16,1964759,0,2386,4,USD,Delivered,1599.96
1652027,1,2024-10-24,2024-11-08,1739377,50,510,1,USD,Delivered,179.0
1652028,1,2025-04-20,2025-05-08,1742261,0,1659,2,USD,Delivered,519.98
1652029,1,2025-09-05,2025-09-14,1502555,59,1643,1,USD,Delivered,57.88
1652030,1,2024-11-03,2024-11-22,510614,27,1643,1,EUR,Delivered,57.88
1652031,1,2025-06-15,2025-07-01,709368,29,651,1,EUR,Delivered,116.0
1652032,1,2024-09-15,2024-10-12,760889,0,1576,1,EUR,Delivered,12.99
1652033,1,2025-04-23,2025-05-07,1402836,47,1454,2,USD,Delivered,398.0
1652034,1,2024-01-13,2024-01-22,1126317,40,1697,4,GBP,Delivered,21.56
1652035,1,2024-09-09,2024-10-05,1779533,0,1414,2,USD,Delivered,512.0
1652036,1,2025-02-19,2025-03-09,1949764,48,441,1,USD,Delivered,229.9
1653000,1,2024-02-24,1900-01-01,1416995,64,1613,1,USD,Lost,109.99
1653001,1,2024-01-05,2024-01-14,1637776,45,1661,3,USD,Delivered,16.5
1653002,1,2025-05-12,2025-05-19,939948,38,664,2,GBP,Delivered,458.0
1653003,1,2024-08-15,2024-08-24,80172,6,1936,3,AUD,Delivered,899.97
1653004,1,2025-08-10,2025-08-27,234326,9,432,7,CAD,Delivered,3499.3
1653006,1,2025-09-01,2025-09-12,1184122,42,340,5,GBP,Delivered,4095.0
1653007,1,2024-04-23,2024-05-13,1686889,45,1586,2,USD,Delivered,25.32
1653009,1,2025-08-10,2025-08-25,2040948,54,427,2,USD,Delivered,938.0
1653011,1,2025-12-21,2026-01-05,1413086,57,1427,1,USD,Delivered,230.0
1653012,1,2024-02-07,2024-02-23,1654802,57,1609,1,USD,Delivered,259.99
1653013,1,2024-10-11,2024-10-22,1539247,0,951,7,USD,Delivered,1967.0
1653014,1,2025-09-22,2025-10-19,1031377,42,1519,1,GBP,Delivered,310.0
1653015,1,2024-01-25,2024-02-08,861730,0,1733,1,EUR,Delivered,22.79
1653016,1,2024-06-23,2024-07-06,488057,0,1331,2,EUR,Delivered,53.98
1653017,1,2024-04-05,2024-04-29,1653624,43,1699,6,USD,Delivered,41.28
1653020,1,2024-10-27,2024-11-07,385971,8,1414,1,CAD,Delivered,256.0
1653021,1,2025-08-29,2025-09-25,1788888,56,444,2,USD,Delivered,1838.0
1653023,1,2024-10-13,2024-11-06,1105288,42,1625,2,GBP,Delivered,438.0
1653024,1,2024-08-26,1900-01-01,1449187,0,692,7,USD,Lost,1736.0
